max_ma,min_ma,genus,lng,lat,lithology1,environment,Orn0Saur1
155.7,132.9,Chaoyangsaurus,123.966698,42.9333,mudstone,fluvial,0
83.5,70.6,,-111.461914,50.753296,not reported,terrestrial,0
83.5,70.6,Centrosaurus,-111.528931,50.737297,not reported,terrestrial,0
83.5,70.6,Gryposaurus,-111.529999,50.77,not reported,terrestrial,0
70.6,66.0,Ankylosaurus,-106.569901,47.637699,not reported,terrestrial,0
72.1,66.0,Pachycephalosaurus,-106.227776,47.695831,sandstone,channel,0
72.1,66.0,,-106.227776,47.695831,sandstone,channel,0
157.3,145.0,Stegosaurus,-106.389999,42.035831,not reported,terrestrial,0
70.6,66.0,,0.948611,43.142776,grainstone,shallow subtidal,0
130.0,122.46,,-1.381643,50.62413,mudstone,coastal,0
130.0,122.46,Hypsilophodon,-1.468,50.654499,not reported,fluvial-lacustrine,0
199.3,182.7,Scutellosaurus,-111.027779,35.679169,siltstone,wet floodplain,0
199.3,182.7,Scutellosaurus,-111.073608,35.736668,sandstone,wet floodplain,0
83.6,72.1,Orodromeus,-112.182777,47.8125,carbonate,terrestrial,0
83.6,72.1,Maiasaura,-112.182777,47.8125,mudstone,floodplain,0
86.3,66.0,Goyocephale,102.066666,48.583332,sandstone,terrestrial,0
83.5,70.6,Tethyshadros,13.588611,45.77861,limestone,lagoonal,0
70.6,66.0,Telmatosaurus,22.845142,45.603615,claystone,dry floodplain,0
145.0,139.8,Owenodon,22.4,46.950001,conglomerate,karst,0
145.0,139.8,,22.4,46.950001,conglomerate,karst,0
145.0,139.8,Valdosaurus,22.4,46.950001,conglomerate,karst,0
145.0,139.8,,22.4,46.950001,conglomerate,karst,0
83.5,70.6,Styracosaurus,-111.565781,50.742214,sandstone,channel,0
83.6,72.1,Centrosaurus,-111.800003,50.73,not reported,terrestrial,0
100.5,83.6,Spheroolithus,101.331947,43.938889,sandstone,terrestrial,0
72.1,66.0,,36.033333,32.016666,phosphorite,shallow subtidal,0
100.5,83.6,Graciliceratops,101.331947,43.938889,not reported,terrestrial,0
100.5,83.6,,101.331947,43.938889,not reported,terrestrial,0
100.5,83.6,,101.331947,43.938889,not reported,terrestrial,0
83.5,70.6,,101.125,43.487499,sandstone,eolian,0
83.5,70.6,Bagaceratops,99.75,43.25,sandstone,eolian,0
99.6,93.5,Eolambia,-111.0,39.0,not reported,terrestrial,0
70.6,66.0,,-104.482002,43.3494,not reported,channel,0
70.6,66.0,,-104.482002,43.3494,not reported,channel,0
70.6,66.0,,-104.482002,43.3494,not reported,channel,0
83.5,70.6,,-111.32457,50.815014,sandstone,channel lag,0
129.4,122.46,Iguanodon,3.633333,50.466667,claystone,lacustrine,0
157.3,145.0,Stegosaurus,-106.048615,42.017776,sandstone,coarse channel fill,0
83.6,72.1,Prosaurolophus,-113.75,48.630001,mudstone,crevasse splay,0
83.6,72.1,Maiasaura,-113.75,48.633301,conglomerate,floodplain,0
83.6,72.1,Orodromeus,-113.75,48.633301,conglomerate,floodplain,0
83.5,70.6,,-111.525871,50.728848,not reported,channel,0
83.5,70.6,Nodosaurus,-111.525871,50.728848,not reported,channel,0
83.5,70.6,,-111.525871,50.728848,not reported,channel,0
83.5,70.6,,-111.513893,50.734207,sandstone,channel,0
83.5,70.6,Chasmosaurus,-111.513893,50.734207,sandstone,channel,0
83.5,70.6,,-111.524582,50.727234,sandstone,channel lag,0
83.5,70.6,Centrosaurus,-111.524582,50.727234,sandstone,channel lag,0
83.5,70.6,,-111.524582,50.727234,sandstone,channel lag,0
83.5,70.6,Chasmosaurus,-111.484657,50.750553,sandstone,channel lag,0
155.7,145.0,Stegosaurus,-108.199997,43.630001,siliciclastic,crevasse splay,0
155.7,145.0,Camptosaurus,-108.199997,43.630001,siliciclastic,crevasse splay,0
83.5,70.6,Protoceratops,103.333336,44.25,sandstone,dune,0
129.4,125.0,Hypsilophodon,1.25,50.07,sandstone,lagoonal,0
83.6,72.1,Prosaurolophus,-113.75,48.633301,mudstone,lacustrine,0
83.6,72.1,Hypacrosaurus,-113.75,48.633301,mudstone,lacustrine,0
83.6,72.1,Gryposaurus,-113.75,48.633301,mudstone,lacustrine,0
83.6,72.1,Maiasaura,-112.701118,48.479202,mudstone,fluvial,0
83.5,70.6,,-112.640831,48.910831,mudstone,floodplain,0
83.5,70.6,,-111.39872,50.754803,sandstone,channel lag,0
83.5,70.6,,-111.325546,50.781303,sandstone,channel lag,0
83.5,70.6,Pachyrhinosaurus,-119.108101,55.0639,siltstone,crevasse splay,0
136.4,130.0,,-0.116389,50.956112,claystone,levee,0
83.5,70.6,,-103.196945,29.138056,mudstone,fine channel fill,0
152.1,145.0,Stegosaurus,-109.205833,40.423611,mudstone,crevasse splay,0
152.1,145.0,Dryosaurus,-109.205833,40.423611,mudstone,crevasse splay,0
152.1,145.0,Camptosaurus,-109.205833,40.423611,mudstone,crevasse splay,0
122.46,112.03,Convolosaurus,-98.476303,31.9722,claystone,floodplain,0
130.0,122.46,Iguanodon,8.632222,51.434166,claystone,sinkhole,0
130.0,122.46,Mantellisaurus,8.632222,51.434166,claystone,sinkhole,0
130.0,122.46,Iguanodon,8.632222,51.434166,claystone,sinkhole,0
83.5,70.6,Styracosaurus,-111.494217,50.736092,sandstone,channel lag,0
83.5,70.6,Centrosaurus,-111.484657,50.750553,sandstone,channel lag,0
150.8,145.0,Stegosaurus,-109.300552,40.441387,sandstone,coarse channel fill,0
83.6,72.1,Hypacrosaurus,-113.75,48.633301,mudstone,fluvial,0
83.5,70.6,Prosaurolophus,-112.640831,48.910831,mudstone,floodplain,0
83.6,72.1,Einiosaurus,-112.650002,48.966599,siltstone,lacustrine,0
83.6,72.1,,-112.650002,48.966599,siltstone,lacustrine,0
83.6,72.1,Einiosaurus,-112.650002,48.966599,siltstone,lacustrine,0
83.5,70.6,Agujaceratops,-103.196945,29.138056,mudstone,fine channel fill,0
83.5,70.6,Avaceratops,-109.410004,46.459999,sandstone,channel,0
83.5,70.6,,-101.116669,26.116667,not reported,fluvial-deltaic,0
83.5,70.6,Latirhinus,-101.699997,25.470833,mudstone,terrestrial,0
83.5,70.6,,-101.416664,25.466667,not reported,terrestrial,0
83.5,70.6,,-101.343887,25.505556,not reported,terrestrial,0
83.5,70.6,,-101.400276,25.5,not reported,terrestrial,0
70.6,66.0,Edmontosaurus,-106.427223,47.675835,sandstone,coarse channel fill,0
70.6,66.0,,-106.427223,47.675835,sandstone,coarse channel fill,0
70.6,66.0,,-106.427223,47.675835,sandstone,coarse channel fill,0
83.6,72.1,Ovaloolithus,120.663673,36.890354,siliciclastic,terrestrial,0
70.6,66.0,Edmontosaurus,-102.497498,45.135834,not reported,terrestrial,0
129.4,125.0,,136.761887,35.907986,sandstone,fluvial,0
129.4,125.0,,136.766663,35.883331,shale,lacustrine,0
83.5,70.6,Hadrosaurus,-74.300003,40.299999,sandstone,estuary,0
83.5,70.6,,-74.300003,40.299999,sandstone,estuary,0
83.5,70.6,,-74.300003,40.299999,sandstone,estuary,0
72.1,66.0,,-121.216667,37.466667,not reported,marine,0
70.6,66.0,Triceratops,-104.021111,46.466389,claystone,terrestrial,0
182.7,174.1,Emausaurus,13.05,54.133331,claystone,marine,0
99.6,93.5,Protohadros,-97.096664,33.014442,mudstone,deltaic,0
83.5,70.6,Vagaceratops,-110.26667,49.950001,not reported,terrestrial,0
83.5,70.6,Vagaceratops,-111.300003,50.733334,not reported,terrestrial,0
130.0,122.46,Iguanodon,-1.371491,50.617344,shale,marine,0
136.4,122.46,Mantellisaurus,-1.352,50.618999,shale,terrestrial,0
70.6,66.0,Wannanosaurus,118.337502,29.821943,sandstone,terrestrial,0
83.5,70.6,,-110.76667,31.666668,not reported,fluvial,0
83.5,70.6,,-110.76667,31.666668,not reported,fluvial,0
83.5,70.6,Menefeeceratops,-107.199997,35.700001,mudstone,fluvial,0
83.5,70.6,Agujaceratops,-103.550003,29.200001,sandstone,crevasse splay,0
83.5,70.6,,-103.550003,29.200001,sandstone,crevasse splay,0
109.0,93.5,Tenontosaurus,-108.141403,45.438999,sandstone,channel,0
125.0,109.0,Tenontosaurus,-108.161667,45.441387,claystone,terrestrial,0
105.3,93.5,,5.797784,17.708801,sandstone,deltaic,0
99.6,93.5,,-4.836939,30.505667,sandstone,deltaic,0
130.0,93.5,,7.961216,16.45248,sandstone,terrestrial,0
113.0,100.5,Ouranosaurus,10.333889,32.266109,sandstone,terrestrial,0
130.0,122.46,Polacanthus,-1.472222,50.65889,claystone,marine,0
130.0,122.46,,-1.472222,50.65889,claystone,marine,0
83.5,70.6,Orodromeus,-112.966667,48.650002,claystone,floodplain,0
83.5,70.6,,-112.966667,48.650002,claystone,floodplain,0
130.0,122.46,Psittacosaurus,120.73333,41.799999,claystone,terrestrial,0
208.5,190.8,Scelidosaurus,-2.916667,50.75,marl,marine,0
237.0,228.0,Pisanosaurus,-68.0,-30.0,not reported,terrestrial,0
70.6,66.0,Edmontosaurus,-104.427002,43.505402,claystone,floodplain,0
83.5,70.6,,-109.601669,46.2575,shale,marine,0
83.5,70.6,Gryposaurus,-109.129166,45.823334,shale,marine,0
83.5,70.6,,-109.129166,45.823334,shale,marine,0
83.5,70.6,Panoplosaurus,-109.129166,45.823334,shale,marine,0
83.6,72.1,Maiasaura,-112.287567,47.768101,mudstone,floodplain,0
83.5,70.6,Brachylophosaurus,-110.616669,48.950001,mudstone,terrestrial,0
136.4,122.46,Hylaeosaurus,-1.383333,50.633331,claystone,terrestrial,0
155.7,150.8,Cumnoria,-1.313611,51.735279,claystone,marine,0
130.0,125.45,Hypsilophodon,-1.371099,50.617123,marl,terrestrial,0
136.4,122.46,Iguanodon,-1.383333,50.633331,claystone,terrestrial,0
136.4,125.45,,-1.406424,50.633606,claystone,terrestrial,0
130.0,125.45,Polacanthus,-1.375,50.623333,claystone,marine,0
72.1,66.0,,-75.166664,39.783333,marl,shallow subtidal,0
72.1,66.0,,-75.166664,39.783333,marl,shallow subtidal,0
86.3,83.6,,-88.456665,33.53278,sandstone,marine,0
139.8,132.9,Gastonia,-109.567902,38.826099,siltstone,pond,0
139.8,132.9,,-109.567902,38.826099,siltstone,pond,0
139.8,132.9,,-109.567902,38.826099,siltstone,pond,0
139.8,132.9,,-109.691666,38.718056,mudstone,crevasse splay,0
139.8,132.9,Gastonia,-109.691666,38.718056,mudstone,crevasse splay,0
125.0,113.0,,-103.388611,44.301109,not reported,terrestrial,0
99.6,93.5,,-109.713402,38.782101,siltstone,terrestrial,0
105.3,99.6,,-96.249443,41.98,sandstone,terrestrial,0
99.6,93.5,,-111.066017,38.936169,not reported,terrestrial,0
99.6,93.5,,-111.01889,39.212223,mudstone,fluvial,0
99.6,93.5,,-111.01889,39.212223,mudstone,fluvial,0
125.0,100.5,Eolambia,-110.857689,39.155956,mudstone,terrestrial,0
125.0,100.5,Animantarx,-110.857689,39.155956,mudstone,terrestrial,0
70.6,66.0,Thescelosaurus,-104.366669,43.299999,sandstone,fluvial,0
70.6,66.0,Edmontosaurus,-104.366669,43.299999,sandstone,fluvial,0
70.6,66.0,Triceratops,-104.366669,43.299999,sandstone,fluvial,0
83.5,70.6,,-103.51667,29.316668,conglomerate,estuary,0
83.5,70.6,,-103.51667,29.316668,conglomerate,estuary,0
83.5,70.6,,-103.51667,29.316668,conglomerate,estuary,0
83.5,70.6,,-103.51667,29.316668,conglomerate,estuary,0
72.1,66.0,,-76.85965,38.914715,not reported,coastal,0
122.46,109.0,Tenontosaurus,-97.616669,33.283333,claystone,terrestrial,0
122.46,109.0,,-97.616669,33.283333,claystone,terrestrial,0
122.46,109.0,Tenontosaurus,-97.582741,33.500179,siliciclastic,terrestrial,0
70.6,66.0,Thescelosaurus,-104.491669,40.386391,mudstone,floodplain,0
70.6,66.0,Triceratops,-104.491669,40.386391,mudstone,floodplain,0
99.6,93.5,Stegopelta,-108.023613,42.832222,shale,estuary,0
145.0,125.0,,102.383331,16.65,sandstone,fluvial-deltaic,0
70.6,66.0,Telmatosaurus,22.883333,45.566666,claystone,wet floodplain,0
70.6,66.0,Struthiosaurus,22.883333,45.566666,claystone,wet floodplain,0
89.3,85.8,,-109.870834,35.903889,sandstone,fluvial,0
99.6,93.5,Caririchnium,-97.092072,32.995209,sandstone,floodplain,0
130.0,125.45,,-0.283333,40.816666,sandstone,estuary,0
130.0,125.45,,-0.283333,40.816666,sandstone,estuary,0
201.3,196.5,Anomoepus,21.633333,50.933334,sandstone,lagoonal,0
89.3,70.6,Claosaurus,-101.102776,38.893333,shale,marine,0
155.7,145.0,Stegosaurus,-105.192596,39.675598,sandstone,channel,0
122.46,112.03,,-76.8694,39.030499,claystone,lacustrine,0
99.6,93.5,Nodosaurus,-105.924446,42.893055,not reported,marginal marine,0
83.5,70.6,Rhabdodon,6.106141,43.606697,claystone,fluvial,0
83.5,70.6,,6.106141,43.606697,claystone,fluvial,0
83.5,66.0,,5.565626,43.534836,sandstone,terrestrial,0
70.6,66.0,,2.783333,43.049999,marl,floodplain,0
83.5,66.0,Anchiceratops,-112.783333,51.840279,claystone,terrestrial,0
83.5,70.6,Rhabdodon,-2.634513,42.664555,sandstone,coastal,0
113.0,100.5,Lurdusaurus,9.333333,16.700001,not reported,terrestrial,0
201.3,190.8,Lesothosaurus,27.25,-29.85,sandstone,terrestrial,0
100.5,93.9,Wintonopus,142.806671,-23.076111,sandstone,lacustrine,0
100.5,93.9,Amblydactylus,142.806671,-23.076111,sandstone,lacustrine,0
100.5,93.9,Wintonopus,142.806671,-23.076111,sandstone,lacustrine,0
201.3,190.8,Lesothosaurus,27.75,-31.291668,sandstone,terrestrial,0
83.5,70.6,,-2.634513,42.664555,sandstone,coastal,0
83.5,70.6,Bactrosaurus,112.427498,43.83139,not reported,terrestrial,0
139.8,100.5,Psittacosaurus,85.666664,46.099998,sandstone,terrestrial,0
145.0,140.2,Echinodon,-1.966667,50.599998,limestone,lacustrine,0
145.0,140.2,,-1.966667,50.599998,wackestone,lacustrine,0
167.7,164.7,,-1.8,51.985001,claystone,karst,0
83.5,66.0,,-69.583298,-40.692001,sandstone,terrestrial,0
113.0,100.5,Tenontosaurus,-110.680801,31.839199,sandstone,marginal marine,0
113.0,100.5,Tenontosaurus,-110.492104,31.839199,limestone,marginal marine,0
145.0,125.0,,117.613899,62.729698,sandstone,lacustrine,0
105.3,93.9,,37.75222,51.288612,sandstone,marine,0
161.2,155.7,,21.033333,51.5,dolomite,marine,0
125.45,122.46,Iguanodon,-9.383333,38.799999,limestone,marine,0
129.4,125.0,,136.633331,36.166668,mudstone,mire,0
129.4,125.0,Albalophosaurus,136.633331,36.166668,mudstone,mire,0
129.4,125.0,,136.633331,36.166668,mudstone,mire,0
125.0,100.5,,111.431,43.883999,claystone,fluvial-lacustrine,0
125.0,100.5,Shamosaurus,111.431,43.883999,claystone,fluvial-lacustrine,0
83.5,66.0,,-67.491791,-39.29097,sandstone,fluvial,0
83.5,70.6,,-110.470001,49.119999,mudstone,estuary,0
83.5,70.6,,-110.470001,49.119999,mudstone,estuary,0
83.5,70.6,,-110.470001,49.119999,mudstone,estuary,0
83.5,70.6,,-110.470001,49.119999,mudstone,estuary,0
83.5,70.6,,-110.470001,49.119999,sandstone,estuary,0
83.5,70.6,,-110.470001,49.119999,sandstone,estuary,0
83.5,70.6,,-110.470001,49.119999,sandstone,estuary,0
83.5,70.6,,-110.470001,49.119999,mudstone,estuary,0
83.5,70.6,,-110.470001,49.119999,mudstone,estuary,0
83.5,70.6,,-110.470001,49.119999,mudstone,estuary,0
83.5,70.6,,-110.470001,49.119999,mudstone,estuary,0
83.5,70.6,,-110.470001,49.119999,mudstone,estuary,0
83.5,70.6,,-110.470001,49.119999,mudstone,estuary,0
83.5,70.6,,-110.470001,49.119999,mudstone,estuary,0
83.5,70.6,,-110.470001,49.119999,mudstone,estuary,0
83.5,70.6,,-110.470001,49.119999,mudstone,estuary,0
89.3,85.8,,-100.169441,38.788891,not reported,marine,0
105.3,99.6,Silvisaurus,-97.454498,39.198002,sandstone,floodplain,0
70.6,66.0,,-113.364601,49.971199,sandstone,fluvial,0
70.6,66.0,,-113.364601,49.971199,sandstone,fluvial,0
83.5,66.0,Pachyrhinosaurus,-112.865601,51.549999,shale,terrestrial,0
83.5,66.0,Edmontosaurus,-112.865601,51.549999,shale,terrestrial,0
83.5,70.6,,-111.327057,50.809383,claystone,terrestrial,0
70.6,66.0,Leptoceratops,-108.873199,44.949902,mudstone,terrestrial,0
83.5,70.6,Pentaceratops,-108.226997,36.285702,sandstone,channel lag,0
83.5,70.6,Pentaceratops,-108.209099,36.271099,sandstone,terrestrial,0
83.5,70.6,Bisticeratops,-108.084198,36.3148,shale,terrestrial,0
83.5,66.0,,176.830002,-38.916199,sandstone,shoreface,0
70.6,66.0,,-109.099998,49.5,sandstone,terrestrial,0
70.6,66.0,,-109.099998,49.5,sandstone,terrestrial,0
163.5,145.0,,94.292503,51.736389,siltstone,terrestrial,0
163.5,145.0,,94.292503,51.736389,siltstone,terrestrial,0
83.5,66.0,Rhabdodon,2.933333,43.349998,not reported,terrestrial,0
83.5,70.6,Struthiosaurus,-2.634513,42.664555,sandstone,coastal,0
99.6,93.5,,-0.2667,51.950001,marl,basinal,0
105.3,99.6,Pawpawsaurus,-97.300003,32.866669,claystone,offshore,0
105.3,99.6,,-97.316666,32.733334,claystone,offshore,0
83.5,70.6,,-101.75,25.5,mudstone,estuary,0
83.6,72.1,,-108.866669,44.983334,sandstone,deltaic,0
83.6,72.1,,-108.866669,44.983334,sandstone,deltaic,0
83.5,70.6,Chasmosaurus,-111.620003,50.630001,not reported,terrestrial,0
72.1,66.0,,-106.231445,47.721554,sandstone,terrestrial,0
83.5,70.6,Styracosaurus,-111.800003,50.73,sandstone,terrestrial,0
83.5,70.6,Kritosaurus,-108.166946,36.269444,shale,terrestrial,0
83.5,70.6,Monoclonius,-108.166946,36.269444,shale,terrestrial,0
83.5,70.6,,-103.374168,28.940832,mudstone,terrestrial,0
83.5,70.6,,-103.374168,28.940832,mudstone,terrestrial,0
83.5,70.6,,-103.374168,28.940832,mudstone,terrestrial,0
89.8,83.6,Ovaloolithus,111.5,33.290001,siltstone,terrestrial,0
89.8,83.6,Pinacosaurus,120.622902,36.920399,claystone,terrestrial,0
89.8,83.6,Tanius,120.622902,36.920399,claystone,terrestrial,0
155.7,150.8,Dryosaurus,-1.35,49.533298,marl,shallow subtidal,0
125.0,100.5,,102.233299,15.8167,sandstone,terrestrial,0
72.1,66.0,,-65.233612,-19.007778,limestone,lacustrine,0
72.1,66.0,,-65.233612,-19.007778,limestone,lacustrine,0
72.1,66.0,Ligabueichnium,-65.75,-18.116667,sandstone,paralic,0
83.5,70.6,,-111.573692,50.818951,siltstone,terrestrial,0
83.5,70.6,,-111.573692,50.818951,siltstone,terrestrial,0
83.5,70.6,,-111.573692,50.818951,siltstone,terrestrial,0
157.3,145.0,Camptosaurus,-103.687775,43.430557,sandstone,terrestrial,0
83.5,70.6,Naashoibitosaurus,-108.166946,36.269444,not reported,terrestrial,0
83.5,70.6,,-108.166946,36.269444,not reported,terrestrial,0
157.3,152.1,Anomoepus,-106.063614,41.916111,limestone,terrestrial,0
136.4,130.0,,-0.868747,40.664173,lime mudstone,estuary,0
130.0,125.45,,-0.879661,40.646095,mudstone,channel,0
130.0,125.45,Gideonmantellia,-0.883291,40.647625,mudstone,deltaic,0
70.6,66.0,,0.9,42.166668,limestone,marine,0
70.6,66.0,,-1.055002,42.155483,sandstone,crevasse splay,0
83.5,70.6,,-108.513611,36.486111,mudstone,marine,0
83.5,70.6,Kritosaurus,-108.513611,36.486111,mudstone,marine,0
125.45,122.46,,0.2,52.116699,sandstone,terrestrial,0
161.2,155.7,,-0.1333,52.1833,claystone,marine,0
83.6,72.1,,-112.182777,47.8125,claystone,pond,0
199.3,190.8,,27.85,-31.450001,sandstone,terrestrial,0
83.5,70.6,Protoceratops,103.692329,44.156948,sandstone,fluvial,0
72.1,66.0,,101.052498,43.502499,sandstone,terrestrial,0
83.5,70.6,Protoceratops,103.692329,44.156948,sandstone,terrestrial,0
83.5,70.6,Pinacosaurus,103.692329,44.156948,sandstone,terrestrial,0
83.5,70.6,Protoceratops,103.692329,44.156948,not reported,terrestrial,0
83.5,70.6,Pinacosaurus,103.692329,44.156948,not reported,terrestrial,0
72.1,66.0,,101.275002,43.491669,not reported,terrestrial,0
72.1,66.0,Saurolophus,100.456665,43.601665,not reported,terrestrial,0
83.5,70.6,Protoceratops,101.074997,43.5,sandstone,terrestrial,0
83.5,70.6,,101.074997,43.5,sandstone,terrestrial,0
83.5,70.6,,101.074997,43.5,sandstone,terrestrial,0
83.5,70.6,,-2.634513,42.664555,sandstone,coastal,0
83.5,70.6,Rhabdodon,-2.634513,42.664555,sandstone,fine channel fill,0
83.5,70.6,Struthiosaurus,-2.634513,42.664555,sandstone,fine channel fill,0
83.5,70.6,Rhabdodon,-2.634513,42.664555,limestone,shallow subtidal,0
83.5,70.6,Struthiosaurus,-2.634513,42.664555,limestone,shallow subtidal,0
83.5,70.6,,100.901947,43.664444,sandstone,eolian,0
83.5,70.6,Bagaceratops,100.901947,43.664444,sandstone,eolian,0
166.1,163.5,Ferganocephale,72.245834,41.334442,claystone,lagoonal,0
166.1,163.5,,72.245834,41.334442,claystone,lagoonal,0
166.1,163.5,,72.166664,41.25,sandstone,lagoonal,0
166.1,163.5,,72.166664,41.25,sandstone,lagoonal,0
83.6,72.1,,-113.75,48.633301,mudstone,lacustrine,0
83.6,72.1,,-113.75,48.633301,mudstone,lacustrine,0
83.6,72.1,,-113.75,48.633301,mudstone,lacustrine,0
83.6,72.1,,-113.75,48.633301,mudstone,lacustrine,0
83.6,72.1,Protoceratops,106.745003,41.74139,sandstone,eolian,0
83.6,72.1,Pinacosaurus,106.726112,41.787777,sandstone,eolian,0
72.1,66.0,Charonosaurus,130.243607,48.857498,sandstone,floodplain,0
72.1,66.0,,130.243607,48.857498,sandstone,floodplain,0
83.5,70.6,,-111.484657,50.750553,sandstone,channel lag,0
125.0,113.0,Fukuisaurus,136.544724,36.121387,sandstone,fluvial,0
125.0,113.0,,136.544724,36.121387,sandstone,fluvial,0
100.5,66.0,,-58.133301,-32.216702,sandstone,wet floodplain,0
70.6,66.0,,130.859451,49.082779,claystone,fluvial,0
70.6,66.0,Olorotitan,130.859451,49.082779,claystone,fluvial,0
70.6,66.0,,130.859451,49.082779,claystone,fluvial,0
85.8,70.6,Nipponosaurus,142.5,47.167702,mudstone,marginal marine,0
112.03,109.0,,143.403885,-38.781387,not reported,floodplain,0
122.46,112.03,Serendipaceratops,145.458054,-38.548332,sandstone,fluvial,0
112.03,109.0,Leaellynasaura,143.403885,-38.781387,not reported,floodplain,0
112.03,109.0,Atlascopcosaurus,143.403885,-38.781387,not reported,floodplain,0
112.03,109.0,,143.403885,-38.781387,not reported,floodplain,0
112.03,109.0,,143.403885,-38.781387,not reported,floodplain,0
122.46,112.03,,145.458054,-38.548332,sandstone,fluvial,0
130.0,125.45,,145.616669,-38.666668,not reported,floodplain,0
112.03,109.0,Leaellynasaura,143.402496,-38.781387,sandstone,floodplain,0
112.03,109.0,Atlascopcosaurus,143.402496,-38.781387,sandstone,floodplain,0
122.46,112.03,,145.670837,-38.674999,sandstone,fluvial,0
122.46,109.0,Atlascopcosaurus,143.58194,-38.835835,sandstone,fluvial,0
112.03,109.0,Atlascopcosaurus,143.40416,-36.698055,sandstone,crevasse splay,0
112.03,109.0,Leaellynasaura,143.40416,-36.698055,sandstone,crevasse splay,0
112.03,109.0,,143.40416,-36.698055,sandstone,crevasse splay,0
99.6,93.5,Fulgurotherium,147.983307,-29.4333,claystone,estuary,0
99.6,93.5,,147.983307,-29.4333,claystone,estuary,0
72.1,66.0,Triceratops,-107.083,47.536201,claystone,terrestrial,0
170.3,157.3,Hexinlusaurus,104.852501,29.411388,sandstone,lacustrine,0
170.3,157.3,Agilisaurus,104.852501,29.411388,sandstone,lacustrine,0
170.3,157.3,Huayangosaurus,104.852501,29.411388,sandstone,lacustrine,0
170.3,157.3,Xiaosaurus,104.852501,29.411388,sandstone,lacustrine,0
83.6,66.0,,31.145,16.695,sandstone,fluvial-lacustrine,0
83.6,66.0,Iguanodon,31.145,16.695,sandstone,fluvial-lacustrine,0
157.3,152.1,,-8.8,39.700001,coal,lagoonal,0
157.3,152.1,,-8.8,39.700001,coal,lagoonal,0
83.6,66.0,Ouranosaurus,31.145,16.695,sandstone,fluvial-lacustrine,0
83.6,66.0,,31.145,16.695,sandstone,fluvial-lacustrine,0
72.1,66.0,,100.446114,43.588055,sandstone,terrestrial,0
72.1,66.0,,100.441666,43.582222,sandstone,terrestrial,0
72.1,66.0,,100.452782,43.601112,sandstone,terrestrial,0
72.1,66.0,Barsboldia,101.040001,43.529999,sandstone,terrestrial,0
83.5,70.6,Lamaceratops,101.125,43.487499,sandstone,eolian,0
83.5,70.6,Protoceratops,99.82917,43.316387,sandstone,terrestrial,0
83.5,70.6,Saichania,99.82917,43.316387,sandstone,terrestrial,0
83.6,72.1,Protoceratops,106.746109,41.741669,sandstone,eolian,0
83.6,72.1,Protoceratops,106.736664,41.797779,sandstone,eolian,0
83.6,72.1,Protoceratops,106.71833,41.787777,sandstone,eolian,0
83.6,72.1,Protoceratops,106.720001,41.766666,sandstone,eolian,0
83.5,70.6,Bactrosaurus,112.178612,43.740833,sandstone,fluvial,0
70.6,66.0,Pararhabdodon,1.055002,42.155483,sandstone,crevasse splay,0
70.6,66.0,,1.055002,42.155483,sandstone,crevasse splay,0
125.0,100.5,Ouranosaurus,14.791533,8.345053,sandstone,floodplain,0
167.7,164.7,,-1.26667,51.866669,marl,mire,0
83.5,70.6,Pentaceratops,-107.977203,36.1548,not reported,terrestrial,0
83.5,70.6,Pentaceratops,-107.889198,36.1861,not reported,terrestrial,0
157.3,145.0,Stegosaurus,-105.963402,41.9077,sandstone,crevasse splay,0
157.3,145.0,Stegosaurus,-105.963402,41.9077,sandstone,crevasse splay,0
157.3,145.0,Stegosaurus,-105.963402,41.9077,sandstone,crevasse splay,0
157.3,145.0,Camptosaurus,-105.963402,41.9077,sandstone,crevasse splay,0
157.3,145.0,Camptosaurus,-105.963402,41.9077,sandstone,crevasse splay,0
157.3,145.0,Camptosaurus,-105.963402,41.9077,sandstone,crevasse splay,0
157.3,145.0,Camptosaurus,-105.963402,41.9077,sandstone,crevasse splay,0
157.3,145.0,Stegosaurus,-105.963402,41.9077,sandstone,crevasse splay,0
157.3,145.0,Osmakasaurus,-105.963402,41.9077,sandstone,crevasse splay,0
157.3,145.0,Dryosaurus,-105.963402,41.9077,sandstone,crevasse splay,0
157.3,145.0,Camptosaurus,-105.963402,41.9077,sandstone,crevasse splay,0
157.3,145.0,Camptosaurus,-105.963402,41.9077,sandstone,crevasse splay,0
157.3,145.0,Stegosaurus,-105.963402,41.9077,sandstone,crevasse splay,0
157.3,145.0,Stegosaurus,-105.963402,41.9077,sandstone,crevasse splay,0
155.7,145.0,Stegosaurus,-105.224701,38.539501,sandstone,channel,0
155.7,145.0,Stegosaurus,-105.224701,38.539501,sandstone,channel,0
155.7,145.0,Nanosaurus,-105.224701,38.539501,sandstone,channel,0
155.7,145.0,Camptosaurus,-105.224701,38.539501,sandstone,channel,0
157.3,145.0,,-105.963402,41.9077,sandstone,crevasse splay,0
157.3,145.0,Stegosaurus,-105.963402,41.9077,sandstone,crevasse splay,0
157.3,145.0,Dryosaurus,-106.021599,41.893101,mudstone,wet floodplain,0
157.3,145.0,Stegosaurus,-105.982803,41.9077,claystone,wet floodplain,0
157.3,145.0,Dryosaurus,-106.078903,41.878601,sandstone,wet floodplain,0
152.1,145.0,Nanosaurus,-106.099098,41.878601,mudstone,wet floodplain,0
