max_ma,min_ma,genus,lng,lat,lithology1,environment,time_bins,Orn0Saur1
83.5,70.6,Centrosaurus,-111.528931,50.737297,not reported,terrestrial,Campanian,0
83.5,70.6,Gryposaurus,-111.529999,50.77,not reported,terrestrial,Campanian,0
70.6,66.0,Ankylosaurus,-106.569901,47.637699,not reported,terrestrial,Maastrichtian,0
72.1,66.0,Pachycephalosaurus,-106.227776,47.695831,sandstone,channel,Maastrichtian,0
157.3,145.0,Stegosaurus,-106.389999,42.035831,not reported,terrestrial,Tithonian,0
130.0,122.46,Hypsilophodon,-1.468,50.654499,not reported,fluvial-lacustrine,Barremian,0
199.3,182.7,Scutellosaurus,-111.027779,35.679169,siltstone,wet floodplain,Sinemurian,0
199.3,182.7,Scutellosaurus,-111.073608,35.736668,sandstone,wet floodplain,Sinemurian,0
83.6,72.1,Orodromeus,-112.182777,47.8125,carbonate,terrestrial,Campanian,0
83.6,72.1,Maiasaura,-112.182777,47.8125,mudstone,floodplain,Campanian,0
86.3,66.0,Goyocephale,102.066666,48.583332,sandstone,terrestrial,Campanian,0
83.5,70.6,Tethyshadros,13.588611,45.77861,limestone,lagoonal,Campanian,0
70.6,66.0,Telmatosaurus,22.845142,45.603615,claystone,dry floodplain,Maastrichtian,0
145.0,139.8,Owenodon,22.4,46.950001,conglomerate,karst,Berriasian,0
145.0,139.8,Valdosaurus,22.4,46.950001,conglomerate,karst,Berriasian,0
83.5,70.6,Styracosaurus,-111.565781,50.742214,sandstone,channel,Campanian,0
83.6,72.1,Centrosaurus,-111.800003,50.73,not reported,terrestrial,Campanian,0
83.5,70.6,Bagaceratops,99.75,43.25,sandstone,eolian,Campanian,0
99.6,93.5,Eolambia,-111.0,39.0,not reported,terrestrial,Cenomanian,0
129.4,122.46,Iguanodon,3.633333,50.466667,claystone,lacustrine,Barremian,0
157.3,145.0,Stegosaurus,-106.048615,42.017776,sandstone,coarse channel fill,Tithonian,0
83.6,72.1,Prosaurolophus,-113.75,48.630001,mudstone,crevasse splay,Campanian,0
83.6,72.1,Maiasaura,-113.75,48.633301,conglomerate,floodplain,Campanian,0
83.6,72.1,Orodromeus,-113.75,48.633301,conglomerate,floodplain,Campanian,0
83.5,70.6,Nodosaurus,-111.525871,50.728848,not reported,channel,Campanian,0
83.5,70.6,Chasmosaurus,-111.513893,50.734207,sandstone,channel,Campanian,0
83.5,70.6,Centrosaurus,-111.524582,50.727234,sandstone,channel lag,Campanian,0
83.5,70.6,Chasmosaurus,-111.484657,50.750553,sandstone,channel lag,Campanian,0
155.7,145.0,Stegosaurus,-108.199997,43.630001,siliciclastic,crevasse splay,Tithonian,0
155.7,145.0,Camptosaurus,-108.199997,43.630001,siliciclastic,crevasse splay,Tithonian,0
83.5,70.6,Protoceratops,103.333336,44.25,sandstone,dune,Campanian,0
129.4,125.0,Hypsilophodon,1.25,50.07,sandstone,lagoonal,Barremian,0
83.6,72.1,Prosaurolophus,-113.75,48.633301,mudstone,lacustrine,Campanian,0
83.6,72.1,Hypacrosaurus,-113.75,48.633301,mudstone,lacustrine,Campanian,0
83.6,72.1,Gryposaurus,-113.75,48.633301,mudstone,lacustrine,Campanian,0
83.6,72.1,Maiasaura,-112.701118,48.479202,mudstone,fluvial,Campanian,0
83.5,70.6,Pachyrhinosaurus,-119.108101,55.0639,siltstone,crevasse splay,Campanian,0
152.1,145.0,Stegosaurus,-109.205833,40.423611,mudstone,crevasse splay,Tithonian,0
152.1,145.0,Dryosaurus,-109.205833,40.423611,mudstone,crevasse splay,Tithonian,0
152.1,145.0,Camptosaurus,-109.205833,40.423611,mudstone,crevasse splay,Tithonian,0
122.46,112.03,Convolosaurus,-98.476303,31.9722,claystone,floodplain,Aptian,0
130.0,122.46,Iguanodon,8.632222,51.434166,claystone,sinkhole,Barremian,0
130.0,122.46,Mantellisaurus,8.632222,51.434166,claystone,sinkhole,Barremian,0
130.0,122.46,Iguanodon,8.632222,51.434166,claystone,sinkhole,Barremian,0
83.5,70.6,Styracosaurus,-111.494217,50.736092,sandstone,channel lag,Campanian,0
83.5,70.6,Centrosaurus,-111.484657,50.750553,sandstone,channel lag,Campanian,0
150.8,145.0,Stegosaurus,-109.300552,40.441387,sandstone,coarse channel fill,Tithonian,0
83.6,72.1,Hypacrosaurus,-113.75,48.633301,mudstone,fluvial,Campanian,0
83.5,70.6,Prosaurolophus,-112.640831,48.910831,mudstone,floodplain,Campanian,0
83.6,72.1,Einiosaurus,-112.650002,48.966599,siltstone,lacustrine,Campanian,0
83.6,72.1,Einiosaurus,-112.650002,48.966599,siltstone,lacustrine,Campanian,0
83.5,70.6,Agujaceratops,-103.196945,29.138056,mudstone,fine channel fill,Campanian,0
83.5,70.6,Avaceratops,-109.410004,46.459999,sandstone,channel,Campanian,0
83.5,70.6,Latirhinus,-101.699997,25.470833,mudstone,terrestrial,Campanian,0
70.6,66.0,Edmontosaurus,-106.427223,47.675835,sandstone,coarse channel fill,Maastrichtian,0
83.6,72.1,Ovaloolithus,120.663673,36.890354,siliciclastic,terrestrial,Campanian,0
70.6,66.0,Edmontosaurus,-102.497498,45.135834,not reported,terrestrial,Maastrichtian,0
83.5,70.6,Hadrosaurus,-74.300003,40.299999,sandstone,estuary,Campanian,0
70.6,66.0,Triceratops,-104.021111,46.466389,claystone,terrestrial,Maastrichtian,0
182.7,174.1,Emausaurus,13.05,54.133331,claystone,marine,Toarcian,0
99.6,93.5,Protohadros,-97.096664,33.014442,mudstone,deltaic,Cenomanian,0
83.5,70.6,Vagaceratops,-110.26667,49.950001,not reported,terrestrial,Campanian,0
83.5,70.6,Vagaceratops,-111.300003,50.733334,not reported,terrestrial,Campanian,0
130.0,122.46,Iguanodon,-1.371491,50.617344,shale,marine,Barremian,0
70.6,66.0,Wannanosaurus,118.337502,29.821943,sandstone,terrestrial,Maastrichtian,0
83.5,70.6,Menefeeceratops,-107.199997,35.700001,mudstone,fluvial,Campanian,0
83.5,70.6,Agujaceratops,-103.550003,29.200001,sandstone,crevasse splay,Campanian,0
109.0,93.5,Tenontosaurus,-108.141403,45.438999,sandstone,channel,Albian,0
125.0,109.0,Tenontosaurus,-108.161667,45.441387,claystone,terrestrial,Aptian,0
113.0,100.5,Ouranosaurus,10.333889,32.266109,sandstone,terrestrial,Albian,0
130.0,122.46,Polacanthus,-1.472222,50.65889,claystone,marine,Barremian,0
83.5,70.6,Orodromeus,-112.966667,48.650002,claystone,floodplain,Campanian,0
130.0,122.46,Psittacosaurus,120.73333,41.799999,claystone,terrestrial,Barremian,0
237.0,228.0,Pisanosaurus,-68.0,-30.0,not reported,terrestrial,Carnian,0
70.6,66.0,Edmontosaurus,-104.427002,43.505402,claystone,floodplain,Maastrichtian,0
83.5,70.6,Gryposaurus,-109.129166,45.823334,shale,marine,Campanian,0
83.5,70.6,Panoplosaurus,-109.129166,45.823334,shale,marine,Campanian,0
83.6,72.1,Maiasaura,-112.287567,47.768101,mudstone,floodplain,Campanian,0
83.5,70.6,Brachylophosaurus,-110.616669,48.950001,mudstone,terrestrial,Campanian,0
155.7,150.8,Cumnoria,-1.313611,51.735279,claystone,marine,Kimmeridgian,0
130.0,125.45,Hypsilophodon,-1.371099,50.617123,marl,terrestrial,Barremian,0
130.0,125.45,Polacanthus,-1.375,50.623333,claystone,marine,Barremian,0
139.8,132.9,Gastonia,-109.567902,38.826099,siltstone,pond,Valanginian,0
139.8,132.9,Gastonia,-109.691666,38.718056,mudstone,crevasse splay,Valanginian,0
125.0,100.5,Eolambia,-110.857689,39.155956,mudstone,terrestrial,Albian,0
125.0,100.5,Animantarx,-110.857689,39.155956,mudstone,terrestrial,Albian,0
70.6,66.0,Thescelosaurus,-104.366669,43.299999,sandstone,fluvial,Maastrichtian,0
70.6,66.0,Edmontosaurus,-104.366669,43.299999,sandstone,fluvial,Maastrichtian,0
70.6,66.0,Triceratops,-104.366669,43.299999,sandstone,fluvial,Maastrichtian,0
122.46,109.0,Tenontosaurus,-97.616669,33.283333,claystone,terrestrial,Aptian,0
122.46,109.0,Tenontosaurus,-97.582741,33.500179,siliciclastic,terrestrial,Aptian,0
70.6,66.0,Thescelosaurus,-104.491669,40.386391,mudstone,floodplain,Maastrichtian,0
70.6,66.0,Triceratops,-104.491669,40.386391,mudstone,floodplain,Maastrichtian,0
99.6,93.5,Stegopelta,-108.023613,42.832222,shale,estuary,Cenomanian,0
70.6,66.0,Telmatosaurus,22.883333,45.566666,claystone,wet floodplain,Maastrichtian,0
70.6,66.0,Struthiosaurus,22.883333,45.566666,claystone,wet floodplain,Maastrichtian,0
99.6,93.5,Caririchnium,-97.092072,32.995209,sandstone,floodplain,Cenomanian,0
201.3,196.5,Anomoepus,21.633333,50.933334,sandstone,lagoonal,Sinemurian,0
89.3,70.6,Claosaurus,-101.102776,38.893333,shale,marine,Campanian,0
155.7,145.0,Stegosaurus,-105.192596,39.675598,sandstone,channel,Tithonian,0
99.6,93.5,Nodosaurus,-105.924446,42.893055,not reported,marginal marine,Cenomanian,0
83.5,70.6,Rhabdodon,6.106141,43.606697,claystone,fluvial,Campanian,0
83.5,66.0,Anchiceratops,-112.783333,51.840279,claystone,terrestrial,Campanian,0
83.5,70.6,Rhabdodon,-2.634513,42.664555,sandstone,coastal,Campanian,0
113.0,100.5,Lurdusaurus,9.333333,16.700001,not reported,terrestrial,Albian,0
201.3,190.8,Lesothosaurus,27.25,-29.85,sandstone,terrestrial,Sinemurian,0
100.5,93.9,Wintonopus,142.806671,-23.076111,sandstone,lacustrine,Cenomanian,0
100.5,93.9,Amblydactylus,142.806671,-23.076111,sandstone,lacustrine,Cenomanian,0
100.5,93.9,Wintonopus,142.806671,-23.076111,sandstone,lacustrine,Cenomanian,0
201.3,190.8,Lesothosaurus,27.75,-31.291668,sandstone,terrestrial,Sinemurian,0
83.5,70.6,Bactrosaurus,112.427498,43.83139,not reported,terrestrial,Campanian,0
145.0,140.2,Echinodon,-1.966667,50.599998,limestone,lacustrine,Berriasian,0
113.0,100.5,Tenontosaurus,-110.680801,31.839199,sandstone,marginal marine,Albian,0
113.0,100.5,Tenontosaurus,-110.492104,31.839199,limestone,marginal marine,Albian,0
125.45,122.46,Iguanodon,-9.383333,38.799999,limestone,marine,Aptian,0
129.4,125.0,Albalophosaurus,136.633331,36.166668,mudstone,mire,Barremian,0
125.0,100.5,Shamosaurus,111.431,43.883999,claystone,fluvial-lacustrine,Albian,0
105.3,99.6,Silvisaurus,-97.454498,39.198002,sandstone,floodplain,Albian,0
83.5,66.0,Pachyrhinosaurus,-112.865601,51.549999,shale,terrestrial,Campanian,0
83.5,66.0,Edmontosaurus,-112.865601,51.549999,shale,terrestrial,Campanian,0
70.6,66.0,Leptoceratops,-108.873199,44.949902,mudstone,terrestrial,Maastrichtian,0
83.5,70.6,Pentaceratops,-108.226997,36.285702,sandstone,channel lag,Campanian,0
83.5,70.6,Pentaceratops,-108.209099,36.271099,sandstone,terrestrial,Campanian,0
83.5,70.6,Bisticeratops,-108.084198,36.3148,shale,terrestrial,Campanian,0
83.5,66.0,Rhabdodon,2.933333,43.349998,not reported,terrestrial,Campanian,0
83.5,70.6,Struthiosaurus,-2.634513,42.664555,sandstone,coastal,Campanian,0
105.3,99.6,Pawpawsaurus,-97.300003,32.866669,claystone,offshore,Albian,0
83.5,70.6,Chasmosaurus,-111.620003,50.630001,not reported,terrestrial,Campanian,0
83.5,70.6,Styracosaurus,-111.800003,50.73,sandstone,terrestrial,Campanian,0
83.5,70.6,Kritosaurus,-108.166946,36.269444,shale,terrestrial,Campanian,0
83.5,70.6,Monoclonius,-108.166946,36.269444,shale,terrestrial,Campanian,0
89.8,83.6,Ovaloolithus,111.5,33.290001,siltstone,terrestrial,Coniacian,0
89.8,83.6,Pinacosaurus,120.622902,36.920399,claystone,terrestrial,Coniacian,0
89.8,83.6,Tanius,120.622902,36.920399,claystone,terrestrial,Coniacian,0
155.7,150.8,Dryosaurus,-1.35,49.533298,marl,shallow subtidal,Kimmeridgian,0
72.1,66.0,Ligabueichnium,-65.75,-18.116667,sandstone,paralic,Maastrichtian,0
157.3,145.0,Camptosaurus,-103.687775,43.430557,sandstone,terrestrial,Tithonian,0
83.5,70.6,Naashoibitosaurus,-108.166946,36.269444,not reported,terrestrial,Campanian,0
157.3,152.1,Anomoepus,-106.063614,41.916111,limestone,terrestrial,Kimmeridgian,0
130.0,125.45,Gideonmantellia,-0.883291,40.647625,mudstone,deltaic,Barremian,0
83.5,70.6,Kritosaurus,-108.513611,36.486111,mudstone,marine,Campanian,0
83.5,70.6,Protoceratops,103.692329,44.156948,sandstone,fluvial,Campanian,0
83.5,70.6,Protoceratops,103.692329,44.156948,sandstone,terrestrial,Campanian,0
83.5,70.6,Pinacosaurus,103.692329,44.156948,sandstone,terrestrial,Campanian,0
83.5,70.6,Protoceratops,103.692329,44.156948,not reported,terrestrial,Campanian,0
83.5,70.6,Pinacosaurus,103.692329,44.156948,not reported,terrestrial,Campanian,0
72.1,66.0,Saurolophus,100.456665,43.601665,not reported,terrestrial,Maastrichtian,0
83.5,70.6,Protoceratops,101.074997,43.5,sandstone,terrestrial,Campanian,0
83.5,70.6,Rhabdodon,-2.634513,42.664555,sandstone,fine channel fill,Campanian,0
83.5,70.6,Struthiosaurus,-2.634513,42.664555,sandstone,fine channel fill,Campanian,0
83.5,70.6,Rhabdodon,-2.634513,42.664555,limestone,shallow subtidal,Campanian,0
83.5,70.6,Struthiosaurus,-2.634513,42.664555,limestone,shallow subtidal,Campanian,0
83.5,70.6,Bagaceratops,100.901947,43.664444,sandstone,eolian,Campanian,0
166.1,163.5,Ferganocephale,72.245834,41.334442,claystone,lagoonal,Callovian,0
83.6,72.1,Protoceratops,106.745003,41.74139,sandstone,eolian,Campanian,0
83.6,72.1,Pinacosaurus,106.726112,41.787777,sandstone,eolian,Campanian,0
72.1,66.0,Charonosaurus,130.243607,48.857498,sandstone,floodplain,Maastrichtian,0
125.0,113.0,Fukuisaurus,136.544724,36.121387,sandstone,fluvial,Aptian,0
70.6,66.0,Olorotitan,130.859451,49.082779,claystone,fluvial,Maastrichtian,0
85.8,70.6,Nipponosaurus,142.5,47.167702,mudstone,marginal marine,Campanian,0
122.46,112.03,Serendipaceratops,145.458054,-38.548332,sandstone,fluvial,Aptian,0
112.03,109.0,Leaellynasaura,143.403885,-38.781387,not reported,floodplain,Albian,0
112.03,109.0,Atlascopcosaurus,143.403885,-38.781387,not reported,floodplain,Albian,0
112.03,109.0,Leaellynasaura,143.402496,-38.781387,sandstone,floodplain,Albian,0
112.03,109.0,Atlascopcosaurus,143.402496,-38.781387,sandstone,floodplain,Albian,0
122.46,109.0,Atlascopcosaurus,143.58194,-38.835835,sandstone,fluvial,Aptian,0
112.03,109.0,Atlascopcosaurus,143.40416,-36.698055,sandstone,crevasse splay,Albian,0
112.03,109.0,Leaellynasaura,143.40416,-36.698055,sandstone,crevasse splay,Albian,0
99.6,93.5,Fulgurotherium,147.983307,-29.4333,claystone,estuary,Cenomanian,0
72.1,66.0,Triceratops,-107.083,47.536201,claystone,terrestrial,Maastrichtian,0
83.6,66.0,Iguanodon,31.145,16.695,sandstone,fluvial-lacustrine,Campanian,0
83.6,66.0,Ouranosaurus,31.145,16.695,sandstone,fluvial-lacustrine,Campanian,0
72.1,66.0,Barsboldia,101.040001,43.529999,sandstone,terrestrial,Maastrichtian,0
83.5,70.6,Lamaceratops,101.125,43.487499,sandstone,eolian,Campanian,0
83.5,70.6,Protoceratops,99.82917,43.316387,sandstone,terrestrial,Campanian,0
83.5,70.6,Saichania,99.82917,43.316387,sandstone,terrestrial,Campanian,0
83.6,72.1,Protoceratops,106.746109,41.741669,sandstone,eolian,Campanian,0
83.6,72.1,Protoceratops,106.736664,41.797779,sandstone,eolian,Campanian,0
83.6,72.1,Protoceratops,106.71833,41.787777,sandstone,eolian,Campanian,0
83.6,72.1,Protoceratops,106.720001,41.766666,sandstone,eolian,Campanian,0
83.5,70.6,Bactrosaurus,112.178612,43.740833,sandstone,fluvial,Campanian,0
70.6,66.0,Pararhabdodon,1.055002,42.155483,sandstone,crevasse splay,Maastrichtian,0
125.0,100.5,Ouranosaurus,14.791533,8.345053,sandstone,floodplain,Albian,0
83.5,70.6,Pentaceratops,-107.977203,36.1548,not reported,terrestrial,Campanian,0
83.5,70.6,Pentaceratops,-107.889198,36.1861,not reported,terrestrial,Campanian,0
157.3,145.0,Stegosaurus,-105.963402,41.9077,sandstone,crevasse splay,Tithonian,0
157.3,145.0,Stegosaurus,-105.963402,41.9077,sandstone,crevasse splay,Tithonian,0
157.3,145.0,Stegosaurus,-105.963402,41.9077,sandstone,crevasse splay,Tithonian,0
157.3,145.0,Camptosaurus,-105.963402,41.9077,sandstone,crevasse splay,Tithonian,0
157.3,145.0,Camptosaurus,-105.963402,41.9077,sandstone,crevasse splay,Tithonian,0
157.3,145.0,Camptosaurus,-105.963402,41.9077,sandstone,crevasse splay,Tithonian,0
157.3,145.0,Camptosaurus,-105.963402,41.9077,sandstone,crevasse splay,Tithonian,0
157.3,145.0,Stegosaurus,-105.963402,41.9077,sandstone,crevasse splay,Tithonian,0
157.3,145.0,Osmakasaurus,-105.963402,41.9077,sandstone,crevasse splay,Tithonian,0
157.3,145.0,Dryosaurus,-105.963402,41.9077,sandstone,crevasse splay,Tithonian,0
157.3,145.0,Camptosaurus,-105.963402,41.9077,sandstone,crevasse splay,Tithonian,0
157.3,145.0,Camptosaurus,-105.963402,41.9077,sandstone,crevasse splay,Tithonian,0
157.3,145.0,Stegosaurus,-105.963402,41.9077,sandstone,crevasse splay,Tithonian,0
157.3,145.0,Stegosaurus,-105.963402,41.9077,sandstone,crevasse splay,Tithonian,0
155.7,145.0,Stegosaurus,-105.224701,38.539501,sandstone,channel,Tithonian,0
155.7,145.0,Stegosaurus,-105.224701,38.539501,sandstone,channel,Tithonian,0
155.7,145.0,Nanosaurus,-105.224701,38.539501,sandstone,channel,Tithonian,0
155.7,145.0,Camptosaurus,-105.224701,38.539501,sandstone,channel,Tithonian,0
157.3,145.0,Stegosaurus,-105.963402,41.9077,sandstone,crevasse splay,Tithonian,0
157.3,145.0,Dryosaurus,-106.021599,41.893101,mudstone,wet floodplain,Tithonian,0
157.3,145.0,Stegosaurus,-105.982803,41.9077,claystone,wet floodplain,Tithonian,0
157.3,145.0,Dryosaurus,-106.078903,41.878601,sandstone,wet floodplain,Tithonian,0
152.1,145.0,Nanosaurus,-106.099098,41.878601,mudstone,wet floodplain,Tithonian,0
152.1,145.0,Stegosaurus,-106.021599,41.893101,claystone,pond,Tithonian,0
157.3,145.0,Nanosaurus,-106.00222,41.893055,mudstone,fluvial-lacustrine,Tithonian,0
157.3,145.0,Nanosaurus,-106.00222,41.893055,mudstone,fluvial-lacustrine,Tithonian,0
157.3,145.0,Camptosaurus,-106.00222,41.893055,mudstone,fluvial-lacustrine,Tithonian,0
157.3,145.0,Stegosaurus,-106.002197,41.893101,mudstone,wet floodplain,Tithonian,0
157.3,145.0,Stegosaurus,-106.1073,41.8825,claystone,wet floodplain,Tithonian,0
157.3,145.0,Stegosaurus,-105.963402,41.9077,not reported,terrestrial,Tithonian,0
157.3,145.0,Mymoorapelta,-108.995796,39.2383,mudstone,pond,Tithonian,0
125.0,113.0,Psittacosaurus,87.957779,55.903332,sandstone,terrestrial,Aptian,0
83.5,66.0,Hadrosauropodus,-157.841995,56.814999,siltstone,paralic,Campanian,0
83.5,66.0,Huallasaurus,-66.333336,-42.133331,siltstone,lacustrine,Campanian,0
83.5,66.0,Huallasaurus,-66.333336,-42.133331,siltstone,lacustrine,Campanian,0
70.6,66.0,Thescelosaurus,-103.9617,45.948799,sandstone,channel,Maastrichtian,0
70.6,66.0,Thescelosaurus,-103.9617,45.948799,sandstone,channel,Maastrichtian,0
70.6,66.0,Thescelosaurus,-103.300003,46.099998,sandstone,crevasse splay,Maastrichtian,0
70.6,66.0,Thescelosaurus,-103.753899,45.977699,sandstone,crevasse splay,Maastrichtian,0
72.1,66.0,Torosaurus,-103.753899,46.006599,mudstone,floodplain,Maastrichtian,0
70.6,66.0,Triceratops,-103.981499,46.305,sandstone,channel,Maastrichtian,0
70.6,66.0,Thescelosaurus,-103.939697,46.406399,sandstone,channel,Maastrichtian,0
70.6,66.0,Thescelosaurus,-103.964401,46.381901,sandstone,channel,Maastrichtian,0
70.6,66.0,Thescelosaurus,-103.897903,46.334,sandstone,channel,Maastrichtian,0
130.0,125.45,Iguanodon,-0.111111,40.611942,sandstone,channel,Barremian,0
130.0,125.45,Iguanodon,-0.118611,40.604721,not reported,terrestrial,Barremian,0
125.45,122.46,Iguanodon,-0.143333,40.591667,sandstone,channel,Aptian,0
130.0,125.45,Iguanodon,-0.115833,40.641666,sandstone,channel,Barremian,0
125.45,122.46,Iguanodon,-0.055833,40.619446,sandstone,channel,Aptian,0
112.03,109.0,Psittacosaurus,97.966667,41.466667,sandstone,fluvial-lacustrine,Albian,0
112.03,109.0,Gongpoquansaurus,97.583336,41.575001,sandstone,fluvial-lacustrine,Albian,0
112.03,109.0,Psittacosaurus,97.583336,41.575001,sandstone,fluvial-lacustrine,Albian,0
112.03,109.0,Archaeoceratops,97.583336,41.575001,sandstone,fluvial-lacustrine,Albian,0
112.03,109.0,Archaeoceratops,97.616669,41.724998,sandstone,fluvial-lacustrine,Albian,0
130.0,125.45,Iguanodon,-0.35,51.133331,claystone,pond,Barremian,0
83.5,70.6,Thescelosaurus,-111.511536,50.752384,sandstone,channel,Campanian,0
83.5,70.6,Thescelosaurus,-111.458488,50.749004,sandstone,channel,Campanian,0
83.5,70.6,Thescelosaurus,-111.510078,50.748341,sandstone,channel lag,Campanian,0
83.5,70.6,Thescelosaurus,-111.502129,50.747658,sandstone,channel lag,Campanian,0
145.0,140.2,Echinodon,-1.96667,50.599998,limestone,fluvial-lacustrine,Berriasian,0
70.6,66.0,Thescelosaurus,-103.946098,45.93903,sandstone,channel,Maastrichtian,0
112.03,109.0,Equijubus,97.583336,41.583332,siliciclastic,terrestrial,Albian,0
70.6,66.0,Blasisaurus,0.73333,42.26667,sandstone,deltaic,Maastrichtian,0
70.6,66.0,Arenysaurus,0.73333,42.26667,sandstone,channel,Maastrichtian,0
70.6,66.0,Edmontosaurus,-106.596603,49.036098,claystone,terrestrial,Maastrichtian,0
70.6,66.0,Thescelosaurus,-106.596603,49.036098,claystone,terrestrial,Maastrichtian,0
70.6,66.0,Triceratops,-106.596603,49.036098,claystone,terrestrial,Maastrichtian,0
70.6,66.0,Triceratops,-106.596603,49.036098,claystone,terrestrial,Maastrichtian,0
72.1,66.0,Edmontosaurus,-112.655502,51.506302,claystone,terrestrial,Maastrichtian,0
72.1,66.0,Hypacrosaurus,-112.9701,51.906399,not reported,terrestrial,Maastrichtian,0
72.1,66.0,Hypacrosaurus,-112.958298,51.797298,not reported,terrestrial,Maastrichtian,0
83.6,72.1,Panoplosaurus,-112.664398,48.9646,not reported,terrestrial,Campanian,0
83.6,72.1,Oohkotokia,-112.642403,48.935501,not reported,terrestrial,Campanian,0
83.6,72.1,Rubeosaurus,-112.708397,48.9646,not reported,terrestrial,Campanian,0
70.6,66.0,Torosaurus,-111.254303,39.2281,not reported,terrestrial,Maastrichtian,0
83.5,70.6,Chasmosaurus,-111.596626,50.781799,claystone,fine channel fill,Campanian,0
83.5,70.6,Chasmosaurus,-111.489265,50.745419,sandstone,channel,Campanian,0
70.6,66.0,Anodontosaurus,-112.934799,51.630001,sandstone,terrestrial,Maastrichtian,0
83.5,66.0,Thescelosaurus,-112.911301,51.709999,sandstone,terrestrial,Campanian,0
145.0,140.2,Hylaeosaurus,7.03399,52.261314,shale,estuary,Berriasian,0
70.6,66.0,Thescelosaurus,-104.637001,43.116329,sandstone,terrestrial,Maastrichtian,0
70.6,66.0,Orodromeus,-106.099998,47.799999,sandstone,coarse channel fill,Maastrichtian,0
70.6,66.0,Edmontosaurus,-106.099998,47.799999,sandstone,coarse channel fill,Maastrichtian,0
70.6,66.0,Triceratops,-106.099998,47.799999,sandstone,coarse channel fill,Maastrichtian,0
70.6,66.0,Ankylosaurus,-108.667801,41.568298,mudstone,fluvial,Maastrichtian,0
70.6,66.0,Thescelosaurus,-104.494713,43.128948,sandstone,terrestrial,Maastrichtian,0
70.6,66.0,Ankylosaurus,-107.099998,47.5667,not reported,terrestrial,Maastrichtian,0
83.5,70.6,Saurolophus,-109.138702,41.867298,not reported,terrestrial,Campanian,0
70.6,66.0,Ankylosaurus,-113.005402,51.862801,sandstone,terrestrial,Maastrichtian,0
70.6,66.0,Ankylosaurus,-113.005402,51.8773,not reported,terrestrial,Maastrichtian,0
70.6,66.0,Ankylosaurus,-104.411598,43.441799,claystone,terrestrial,Maastrichtian,0
70.6,66.0,Ankylosaurus,-105.114723,45.550201,not reported,terrestrial,Maastrichtian,0
145.0,136.4,Paranthodon,26.183331,-33.549999,claystone,terrestrial,Berriasian,0
70.6,66.0,Leptoceratops,-113.124603,52.3284,sandstone,terrestrial,Maastrichtian,0
70.6,66.0,Thescelosaurus,-113.124603,52.3284,sandstone,terrestrial,Maastrichtian,0
70.6,66.0,Triceratops,-104.457275,42.195904,sandstone,fluvial-lacustrine,Maastrichtian,0
70.6,66.0,Edmontosaurus,-105.394447,42.584442,sandstone,fluvial-lacustrine,Maastrichtian,0
83.5,70.6,Monoclonius,-108.946945,47.772221,not reported,terrestrial,Campanian,0
70.6,66.0,Triceratops,-104.647118,43.121864,sandstone,terrestrial,Maastrichtian,0
70.6,66.0,Triceratops,-104.645187,43.120808,sandstone,terrestrial,Maastrichtian,0
70.6,66.0,Edmontosaurus,-104.91111,43.166111,sandstone,terrestrial,Maastrichtian,0
70.6,66.0,Triceratops,-104.91111,43.144444,sandstone,terrestrial,Maastrichtian,0
70.6,66.0,Triceratops,-104.608406,43.237862,shale,terrestrial,Maastrichtian,0
70.6,66.0,Triceratops,-104.553055,43.15778,not reported,terrestrial,Maastrichtian,0
70.6,66.0,Triceratops,-104.644264,43.191978,sandstone,terrestrial,Maastrichtian,0
70.6,66.0,Triceratops,-104.572258,43.227592,sandstone,terrestrial,Maastrichtian,0
70.6,66.0,Torosaurus,-104.649361,43.230537,sandstone,terrestrial,Maastrichtian,0
70.6,66.0,Torosaurus,-104.628464,43.237728,shale,terrestrial,Maastrichtian,0
70.6,66.0,Triceratops,-104.551041,43.181259,marl,terrestrial,Maastrichtian,0
70.6,66.0,Triceratops,-104.605408,43.178665,not reported,terrestrial,Maastrichtian,0
72.1,66.0,Notoceratops,-68.587898,-45.620422,not reported,terrestrial,Maastrichtian,0
113.0,100.5,Tetrapodosaurus,-122.198334,56.02972,sandstone,terrestrial,Albian,0
83.5,70.6,Protoceratops,104.0,44.0,sandstone,eolian,Campanian,0
83.5,70.6,Monoclonius,-109.619164,47.740276,sandstone,terrestrial,Campanian,0
70.6,66.0,Edmontosaurus,-104.591301,43.269501,not reported,terrestrial,Maastrichtian,0
70.6,66.0,Edmontosaurus,-104.762398,40.908401,not reported,terrestrial,Maastrichtian,0
83.5,70.6,Corythosaurus,-111.628029,50.806301,sandstone,channel,Campanian,0
83.5,70.6,Lambeosaurus,-111.609741,50.791084,sandstone,channel lag,Campanian,0
83.5,70.6,Corythosaurus,-111.624336,50.806023,sandstone,channel,Campanian,0
83.6,72.1,Edmontosaurus,-112.75,51.610142,not reported,terrestrial,Campanian,0
83.5,70.6,Gryposaurus,-111.476532,50.751602,sandstone,shoreface,Campanian,0
83.5,70.6,Dyoplosaurus,-111.471733,50.749241,sandstone,channel,Campanian,0
83.5,70.6,Parasaurolophus,-111.488625,50.750126,sandstone,channel lag,Campanian,0
83.5,70.6,Lambeosaurus,-111.488022,50.741657,not reported,terrestrial,Campanian,0
